Constituency Name,Electorate,Conservative Votes,Conservative Vote (proportion),Labour Votes,Labour Vote (proportion),Lib Dem Votes,Lib Dem Vote (proportion),Turnout (Proportion),Binary_Con (1 = win),Median House Price (£),Ratio of median house price to median salary,Home Ownership (proportion of households),Unemployment Rate,Share of LSOAs (small areas) in most deprived decile,Number of Businesses,Number of businesses per capita,Standardised Weighted Overall Social Mobility Index,School Funding Per Pupil (Real),Are Religous (proportion),Are Not Religious (proportion),Are Christian (proportion),Are Muslim (proportion),Average Internet Speed (Mb/s),Asthma,Atrial fibrillation,Cancer diagnosis since 2003,Cardiovascular disease (primary prevention),Chronic kidney disease,COPD,Coronary heart disease,Dementia,Depression,Diabetes,Epilepsy,Heart failure,High blood pressure (hypertension),Learning disabilities,Obesity,Osteoporosis,Peripheral arterial disease,Rheumatoid arthritis,"Schizophrenia, bipolar disorder & psychoses",Stroke and transient ischaemic attack,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,"""White""","""Mixed""","""Asian""","""Black""","""Other"""
Blackley and Broughton,73372,9485,0.129272747,23887,0.325560159,1590,0.021670392,0.526331571,0,132000,5.2,0.364630691,0.055518291,0.555555556,4515,0.061535736,5.578819022,"5,242",0.764830164,0.1661791,0.5043249,0.167379959,74.9,0.059707857,0.011603581,0.017832588,0.010619153,0.032827683,0.020812138,0.025122521,0.0053842,0.111070807,0.077931982,0.008873442,0.006766381,0.109940301,0.004834381,0.120435116,0.004068662,0.007477923,0.005542876,0.012769938,0.014438817,0.17535068,0.1382456,0.14662341,0.16808185,0.12114196,0.10432164,0.07200848,0.0466242,0.02760217,0.680426892,0.037262763,0.170287303,0.082832223,0.029190819
Blackpool North and Cleveleys,63692,22364,0.3511273,13768,0.216165295,1494,0.023456635,0.609244489,1,124000,5.0,0.676472133,0.050271351,0.259259259,1975,0.031008604,-19.51777634,"5,235",0.708109988,0.226535238,0.692197,0.005204399,73.7,0.077032951,0.028426579,0.039840604,0.015575786,0.070473149,0.036010852,0.047515934,0.012334881,0.17677112,0.083298928,0.012015173,0.015768773,0.195085058,0.004782205,0.149800888,0.007908541,0.012056711,0.00914236,0.013860885,0.026172615,0.10823929,0.10248229,0.10913054,0.10810681,0.11640511,0.15280202,0.12465523,0.11110577,0.06707295,0.972574978,0.009893154,0.013646557,0.002122531,0.00176278
Blackpool South,57690,16247,0.281625932,12557,0.217663373,1008,0.017472699,0.567724042,1,112750,4.7,0.601128056,0.07181182,0.472727273,2460,0.042641706,-73.34035426,"5,232",0.689845692,0.247680457,0.670034209,0.008072257,92.3,0.079727653,0.023614328,0.033336158,0.015173887,0.064505939,0.038176433,0.043159717,0.008801167,0.186747992,0.080417062,0.012506479,0.014372634,0.171568788,0.005722918,0.143809216,0.013619338,0.011218265,0.008986002,0.015295205,0.02181474,0.12300658,0.11230816,0.12270591,0.11898529,0.11676793,0.14958973,0.11477608,0.09069841,0.05116193,0.965889794,0.013006669,0.016082987,0.002411833,0.002608717
Blaydon,67853,14263,0.210204412,19794,0.291718863,3703,0.054573858,0.673234787,0,150000,5.5,0.688144862,0.034056259,0.035714286,2305,0.033970495,18.89821646,"5,204",0.71742504,0.226945775,0.705621821,0.003579479,73.4,0.074103919,0.026226294,0.037958408,0.01170062,0.061308706,0.028617623,0.040377071,0.009663756,0.116627602,0.074735283,0.00924725,0.012853559,0.17684485,0.005435408,0.13764538,0.013774461,0.009427715,0.013076275,0.008524973,0.025183836,0.10383774,0.10540066,0.0958976,0.12203387,0.12606095,0.14919687,0.12406453,0.10860637,0.06490142,0.982000657,0.005709043,0.008756131,0.001812395,0.001721775
Blyth Valley,64429,17440,0.270685561,16728,0.259634637,2151,0.033385587,0.634170948,1,144950,5.2,0.651474382,0.045367847,0.211538462,1840,0.028558568,-46.7664471,"5,204",0.658261737,0.279346265,0.648538467,0.003030156,52.9,0.079962077,0.024053486,0.035386296,0.013044002,0.058825638,0.028920008,0.045094175,0.010248536,0.142010161,0.087792348,0.010511573,0.016353686,0.174587005,0.008151554,0.155016593,0.015673334,0.009686269,0.011205686,0.010082702,0.025479114,0.10989386,0.10892792,0.10731409,0.12142629,0.12439481,0.14284199,0.13269958,0.10302623,0.0494752,0.986577263,0.00537883,0.006936501,0.000571957,0.000535449
Bognor Regis and Littlehampton,77446,32521,0.419918395,10018,0.129354647,5645,0.072889497,0.661402784,1,267975,10.5,0.703078976,0.025721751,0.064516129,3100,0.04002789,-48.98963874,"5,185",0.659992076,0.262696453,0.642020461,0.006572999,48.7,0.071613611,0.031315533,0.04361902,0.013091854,0.042080679,0.024956467,0.042057407,0.012696018,0.130134033,0.086794924,0.00856761,0.010991509,0.171632171,0.006894388,0.109431316,0.009666859,0.007526915,0.007981326,0.01120579,0.025796847,0.10957241,0.0959187,0.10407943,0.1143151,0.11393531,0.13918634,0.12718144,0.12041016,0.07540108,0.965905743,0.010890657,0.017006492,0.004317658,0.001879451
Bolsover,74292,21791,0.293315566,16492,0.221988909,1759,0.023676843,0.618343832,1,138000,5.1,0.666862199,0.023440649,0.05,2830,0.038092931,-12.9638452,"5,176",0.66305717,0.267896648,0.653287183,0.002201687,63.5,0.068150492,0.024133683,0.033462689,0.012529966,0.053019223,0.030047149,0.041224112,0.009822228,0.125576405,0.094527603,0.009674829,0.009862422,0.176318936,0.006719799,0.123527881,0.002579427,0.008440037,0.008465595,0.009079753,0.02309041,0.11083639,0.10465499,0.11675857,0.1211354,0.12528291,0.15289976,0.1210357,0.09769593,0.04970041,0.980502366,0.006890858,0.008372763,0.003800028,0.000433986
Bolton North East,67564,19759,0.292448641,19381,0.286853946,1847,0.027337043,0.644662838,1,136000,5.3,0.606415268,0.053650799,0.344262295,3990,0.059055118,-17.52279268,"5,164",0.757902359,0.183349425,0.621127529,0.116667366,100.5,0.070529443,0.019361506,0.0275113,0.01015999,0.056949551,0.02420246,0.030945085,0.007981147,0.143931255,0.083652002,0.008355615,0.008712183,0.137071198,0.00445576,0.14108133,0.004606435,0.005870438,0.007891067,0.009841035,0.020278697,0.13549371,0.12165174,0.12577811,0.13368779,0.12314491,0.13200295,0.10021288,0.08201252,0.0460154,0.825319033,0.018365377,0.132230711,0.017819662,0.006265217
Bolton South East,69163,13918,0.201234764,21516,0.31109119,1411,0.020401082,0.587076905,0,120000,4.8,0.57442029,0.050032646,0.3125,3220,0.046556685,-18.82768818,"5,153",0.789821813,0.155965286,0.566493361,0.185872802,97.2,0.06289502,0.014622845,0.022679666,0.009063577,0.053384274,0.023361785,0.030480896,0.00729355,0.117370566,0.097112678,0.009089993,0.006794765,0.132670331,0.005200111,0.150910773,0.003494861,0.005972156,0.007820311,0.010858256,0.017552484,0.15323595,0.13454931,0.12897219,0.13778013,0.12745453,0.12197052,0.08957851,0.07108741,0.03537145,0.72989867,0.019489518,0.216271733,0.024128476,0.010211603
Bolton West,73191,27255,0.37238185,18400,0.25139703,2704,0.036944433,0.673552759,1,160000,5.3,0.723635643,0.029477122,0.081967213,3660,0.050006148,28.23402696,"5,129",0.763496715,0.178908837,0.716661553,0.025983094,99.8,0.073202822,0.020601436,0.031145754,0.017023952,0.055685249,0.022972961,0.033289419,0.008524257,0.148406229,0.07780603,0.008663002,0.008844203,0.149820367,0.004431098,0.131917566,0.004147677,0.006246874,0.007973347,0.009154182,0.01963998,0.11868666,0.1107756,0.1107756,0.1266184,0.12655635,0.14807653,0.1154395,0.09321613,0.04985522,0.931445257,0.013636893,0.045597368,0.006813157,0.002507326
Bootle,74832,4510,0.060268334,39066,0.522049391,1822,0.024347873,0.657125294,0,125000,4.6,0.561217301,0.059531149,0.47826087,2485,0.033207719,-56.0627995,"5,128",0.79271501,0.145588071,0.782110534,0.004327114,124.5,0.071575366,0.023135011,0.032447836,0.012468339,0.063388956,0.034541412,0.040196,0.007016731,0.154533776,0.077422307,0.011681742,0.013771038,0.159902586,0.00472921,0.125934664,0.003216776,0.008947478,0.008472661,0.014544479,0.020384576,0.12770045,0.11184119,0.12621708,0.13183202,0.11729685,0.14795014,0.11487764,0.07743465,0.04484997,0.975946937,0.010309907,0.007983829,0.002986318,0.002773009
Boston and Skegness,69381,31963,0.460688085,6342,0.091408311,1963,0.028293049,0.600971448,1,165000,6.7,0.635128656,0.038815634,0.152542373,3625,0.052247734,-36.02426856,"5,125",0.717831714,0.211872074,0.70332599,0.005674442,48.3,0.064186685,0.026690762,0.034541446,0.017370258,0.070798604,0.028342984,0.043857436,0.009529479,0.113404612,0.084794639,0.009335162,0.014596497,0.174904373,0.006208822,0.129825415,0.014125601,0.008838572,0.008203333,0.007638836,0.0257833,0.1154548,0.10303197,0.10458022,0.1193162,0.11442263,0.1399318,0.13265136,0.11065341,0.0599576,0.972512883,0.009588529,0.012047126,0.003845246,0.002006215
Bosworth,81542,36056,0.442177038,9778,0.119913664,9096,0.111549876,0.692060533,1,200000,6.7,0.760410792,0.020077558,0,4420,0.054205195,-44.62198718,"5,099",0.667446735,0.268156936,0.646751185,0.00466006,84.1,0.07213648,0.024889598,0.036598016,0.01215772,0.055949277,0.019783647,0.031363258,0.009720314,0.144656421,0.071580759,0.008015973,0.013562724,0.161687551,0.004547448,0.108617964,0.009658433,0.006105853,0.008171042,0.007728724,0.020336631,0.11103689,0.10674671,0.10377367,0.12019118,0.12887503,0.14887712,0.12166829,0.10375485,0.05507624,0.968295313,0.009411693,0.018243422,0.002370729,0.001678843
Bournemouth East,74125,24926,0.336269815,16120,0.217470489,5418,0.073092749,0.66474199,1,253000,8.7,0.578766003,0.030914761,0.081967213,3435,0.046340641,17.08814609,"5,096",0.63572911,0.286915577,0.588701151,0.018423526,97.3,0.065221617,0.021398201,0.032929605,0.01003482,0.046348225,0.01983643,0.033099016,0.008599534,0.115122056,0.055779971,0.00700179,0.009387525,0.124280213,0.00606642,0.082506035,0.009842377,0.005580201,0.008201466,0.013523051,0.020992018,0.12166689,0.10631151,0.12243842,0.14178318,0.13823602,0.13371032,0.101353,0.07893153,0.05556915,0.917133292,0.023367139,0.03995027,0.010523534,0.009025766
Bournemouth West,74205,24550,0.33084024,14400,0.194057004,4931,0.066451048,0.619594367,1,256000,9.9,0.572661082,0.027743742,0.066666667,4040,0.054443771,-25.06937253,"5,096",0.596536254,0.325711341,0.554856115,0.015520168,97.6,0.065538029,0.021935222,0.032459333,0.009735184,0.047928396,0.019749548,0.034671578,0.00825669,0.108301581,0.059160528,0.007009101,0.009459,0.12518867,0.005776871,0.089052962,0.008954926,0.005580108,0.007694948,0.0112463,0.021326466,0.10314887,0.10699103,0.18022044,0.13660616,0.11468488,0.11948759,0.09671037,0.08351959,0.05863109,0.927067335,0.021340231,0.035294237,0.008063212,0.008234985
Bracknell,78978,31894,0.403833979,12065,0.152764061,7749,0.098115931,0.688166325,1,338000,8.6,0.688618911,0.015846667,0,4255,0.053875763,10.7105637,"5,094",0.642962737,0.289597421,0.599767284,0.010672491,95.0,0.064197911,0.018247532,0.030659223,0.012153897,0.038699708,0.012978609,0.023278668,0.006002848,0.138380087,0.060198963,0.007865601,0.007253597,0.135020345,0.00377603,0.091304368,0.006142674,0.003884912,0.006200636,0.006481448,0.013144246,0.12614491,0.12947317,0.10832328,0.14327429,0.14425057,0.14015904,0.09927046,0.07006178,0.03904254,0.909355359,0.019590077,0.048307566,0.018712625,0.004034373
Bradford East,73206,9681,0.132243259,27825,0.380091796,3316,0.045296834,0.603557085,0,112000,4.3,0.593431146,0.06264583,0.582089552,2750,0.037565227,-2.742447946,"5,084",0.770637849,0.171454929,0.368239325,0.369495695,91.4,0.06642295,0.011436733,0.019371232,0.010600683,0.030998698,0.020817353,0.027261794,0.005873456,0.119339507,0.1012834,0.008258485,0.007773172,0.121721492,0.006582998,0.141617255,0.007391645,0.006407677,0.007377388,0.010393505,0.014177122,0.17657945,0.16032442,0.13064029,0.14994625,0.12545536,0.1057993,0.07734051,0.04544736,0.02846711,0.531066596,0.030978738,0.393164646,0.024547531,0.020242488
Bradford South,69046,16044,0.232366828,18390,0.266344176,1505,0.021797063,0.575572807,0,113000,4.2,0.632809055,0.049667045,0.344262295,2285,0.033093879,-73.26342525,"5,070",0.684336993,0.255650204,0.530809001,0.123107982,92.9,0.069044027,0.015841832,0.02486915,0.011609529,0.034988921,0.026650324,0.031653897,0.007202527,0.132157195,0.092366211,0.009341462,0.009277249,0.139112354,0.007841148,0.134402634,0.008367589,0.007851116,0.007511734,0.00929515,0.016280438,0.15582404,0.13877624,0.11421839,0.14173331,0.12420675,0.12735158,0.09793097,0.06262438,0.03733431,0.788566645,0.032803191,0.146959476,0.020424442,0.011246246
Bradford West,70694,6717,0.095015136,33736,0.477211645,1349,0.019082242,0.626092738,0,113608,4.3,0.561236913,0.061679909,0.428571429,3835,0.054247885,-28.36860877,"5,069",0.826700708,0.113270188,0.28237816,0.512996575,90.3,0.068531164,0.009785314,0.016493821,0.009549879,0.02915603,0.016042415,0.026206729,0.00454488,0.104405333,0.103221611,0.00783406,0.007308741,0.113075406,0.008057186,0.132357506,0.00629083,0.005441038,0.006543145,0.010958113,0.011961013,0.15810495,0.16333555,0.16001001,0.15335061,0.12998829,0.09467749,0.07322861,0.0395889,0.02771559,0.370840268,0.027483204,0.545220066,0.028589852,0.02786661
Braintree,75208,34112,0.453568769,9439,0.125505265,4779,0.063543772,0.671457824,1,287500,9.6,0.692254478,0.020742893,0,4545,0.060432401,-6.333053181,"5,066",0.624877351,0.30305601,0.608227719,0.005110384,65.5,0.069647346,0.021267897,0.034547037,0.011980627,0.037139702,0.01778831,0.032514649,0.008903307,0.103209386,0.070912162,0.008616156,0.008018885,0.145821001,0.004689457,0.095633863,0.006153692,0.005129872,0.008418017,0.0073522,0.018243991,0.11520214,0.11626737,0.10043693,0.11792439,0.13129889,0.15078855,0.11718463,0.09760621,0.05329087,0.966772281,0.011641455,0.013920687,0.005774734,0.001890842
Brent Central,84032,10909,0.129819593,31779,0.378177361,4844,0.057644707,0.584682026,0,420000,13.3,0.353607692,0.042867701,0.131578947,6545,0.077886995,-14.0973271,"5,065",0.815516815,0.112152389,0.481155139,0.212444884,76.8,0.04665824,0.008493865,0.017626159,0.009534364,0.021797913,0.008519087,0.01837246,0.004471558,0.069475148,0.086760206,0.005666568,0.00587179,0.119767353,0.004644438,0.092962978,0.003458185,0.003098258,0.005478707,0.013291571,0.011174372,0.14245294,0.12198826,0.15783,0.16473894,0.13277506,0.12270068,0.08179147,0.04603037,0.02969225,0.387505639,0.058768317,0.237925465,0.255416988,0.060383591
Brentford and Isleworth,85775,18752,0.218618479,29266,0.341194987,7314,0.085269601,0.679988342,0,480000,15.0,0.553256536,0.021741119,0,6575,0.076654037,55.5804718,"5,064",0.884662682,0.056738582,0.327464898,0.174628748,104.9,0.043930519,0.008492348,0.017674799,0.010407667,0.026709331,0.00697264,0.022888656,0.005416708,0.057657753,0.100080774,0.004916794,0.006087815,0.122662047,0.004694265,0.085970149,0.005621373,0.002765015,0.005851474,0.009292815,0.010629927,0.14378826,0.11671039,0.12621889,0.16633968,0.13201655,0.11871644,0.09713496,0.05901286,0.04006204,0.266056474,0.036082314,0.524220915,0.123019209,0.050621089
Brent North,83788,18832,0.224757722,26911,0.321179644,4065,0.048515301,0.61916981,0,485000,12.6,0.494763424,0.032390983,0.014084507,8280,0.098820834,80.70010757,"5,060",0.743707023,0.185086655,0.449850649,0.124653847,114.7,0.047205064,0.011501773,0.020813314,0.008804235,0.019478113,0.009965327,0.020926964,0.004356521,0.070412272,0.069296901,0.005080994,0.005572478,0.107348171,0.00391025,0.08578025,0.004101589,0.002626026,0.005608834,0.009567902,0.010725319,0.14060005,0.10566796,0.12938574,0.18043977,0.15319876,0.11921154,0.08377404,0.05522918,0.03249293,0.577507079,0.044750926,0.280336974,0.061576278,0.035828744
Brentwood and Ongar,75255,36308,0.482466281,7243,0.096246097,7187,0.09550196,0.703594446,1,425000,11.1,0.748213731,0.015861658,0,5865,0.077935021,27.3686076,"5,038",0.716524845,0.212399281,0.684456254,0.008304915,67.1,0.058316183,0.023228381,0.0348674,0.011983775,0.038786429,0.015294734,0.029434486,0.009630369,0.084957279,0.06089449,0.006939261,0.009978236,0.151120797,0.003855549,0.068666157,0.00625452,0.00389036,0.008085136,0.006712372,0.019234149,0.11462639,0.11227677,0.10507331,0.11800654,0.13040387,0.15157104,0.10943249,0.09303668,0.06557293,0.941736502,0.015577095,0.028228105,0.010757662,0.003700636
Bridgwater and West Somerset,85327,35827,0.419878819,11388,0.13346303,7805,0.091471633,0.675659522,1,212500,7.6,0.681441528,0.027813762,0.044776119,4515,0.052914083,-27.26867942,"5,026",0.655969939,0.266481916,0.645025834,0.002085486,53.5,0.071712252,0.030696083,0.042328713,0.016112649,0.041857989,0.026045051,0.040965232,0.008925936,0.134498501,0.078337245,0.008547598,0.010465158,0.172556058,0.005609749,0.124347207,0.010813629,0.008544435,0.009042233,0.006793002,0.024661269,0.10839267,0.10300144,0.10121892,0.10756259,0.10796451,0.14945171,0.13783039,0.11593341,0.06864432,0.985533114,0.006979803,0.005683419,0.000836073,0.00096759
Brigg and Goole,65939,30941,0.469236719,9000,0.136489786,2180,0.033060859,0.65821441,1,155000,5.3,0.72793081,0.026994397,0.019607843,3225,0.04890884,-2.979494851,"5,025",0.719165917,0.210562129,0.709627938,0.00292944,52.0,0.064296053,0.026277866,0.037931951,0.013394635,0.049172875,0.023348046,0.043933198,0.009241078,0.12370495,0.079179151,0.00884985,0.009201161,0.171355753,0.005416714,0.130245699,0.003587838,0.006797098,0.008009683,0.006970804,0.021938867,0.10492265,0.10571028,0.09826161,0.11176371,0.12130519,0.15634318,0.13453727,0.10825317,0.05890295,0.982965423,0.006412474,0.008142458,0.001153323,0.001326321
"Brighton, Kemptown",69833,16972,0.24303696,25033,0.358469492,2964,0.042444117,0.694986611,0,320000,10.0,0.541641746,0.033475971,0.178571429,2845,0.040740051,-46.41616175,"5,017",0.540609608,0.375746721,0.492033156,0.018598403,97.2,0.067072294,0.01994993,0.028491278,0.011492098,0.03747855,0.020321077,0.029115579,0.00827026,0.127741891,0.057535254,0.008175865,0.007316286,0.121336674,0.005746801,0.073500597,0.004465374,0.005797534,0.006725528,0.01369098,0.017623673,0.09595824,0.11184618,0.19445939,0.12390943,0.11686996,0.13105232,0.09544138,0.07922265,0.05124045,0.904386952,0.030316599,0.038660216,0.015627901,0.011008333
"Brighton, Pavilion",79057,10176,0.128717255,13211,0.167107277,0,0,0.733622576,0,366000,11.5,0.535187338,0.021377922,0.05,7320,0.092591421,37.81956875,"5,015",0.424690857,0.484038497,0.370999971,0.018427886,108.9,0.054787467,0.012846903,0.021465786,0.008893804,0.024833078,0.012051084,0.01717504,0.004037498,0.110094833,0.033756461,0.00591374,0.004493419,0.081470603,0.004088034,0.046011538,0.002743243,0.003495461,0.004021704,0.011228393,0.010407447,0.08531031,0.11589656,0.2671189,0.14260669,0.12631811,0.11894463,0.06889838,0.04575606,0.02915034,0.890755167,0.040620505,0.041991254,0.01502032,0.011612754
Bristol East,73867,16923,0.229100952,27717,0.375228451,3527,0.047747979,0.706052771,0,245000,7.9,0.625286013,0.026749902,0.084745763,2935,0.039733575,-22.41865029,"5,002",0.590502055,0.3303519,0.512152923,0.053539971,111.9,0.066577535,0.017964175,0.027171715,0.01020321,0.043923389,0.019135686,0.025000958,0.006622633,0.127700322,0.064503527,0.008320737,0.008429091,0.119830153,0.005452667,0.099034682,0.017613391,0.006190158,0.006808778,0.009631344,0.017258644,0.13143197,0.10331828,0.16355339,0.16812658,0.12390258,0.11583753,0.08525371,0.06592926,0.04264669,0.836286805,0.037297626,0.060554903,0.057262394,0.008598272
Bristol North West,76273,21638,0.283691477,27330,0.358318147,4940,0.064767349,0.732697023,0,285000,9.5,0.606965054,0.024365421,0.095238095,3630,0.047592202,-42.26673661,"5,002",0.600511859,0.323125911,0.545715164,0.031148013,111.2,0.069017554,0.019946863,0.02940387,0.010624017,0.049191406,0.01831221,0.027237102,0.008918573,0.133270923,0.060715245,0.008111633,0.009164655,0.115965141,0.005782978,0.090450425,0.021664229,0.006534438,0.006295567,0.008779722,0.017633828,0.13173625,0.12882302,0.15047893,0.13984425,0.11851832,0.11137195,0.0906211,0.07535733,0.05324886,0.868295489,0.030681784,0.052981381,0.041117361,0.006923985
