communityname,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop,larc_bin
Westlandcity,84724,2.56,3.34,94.66,0.98,1.88,13.16,30.0,13.99,9.63,84724,100.0,34995,82.5,0.24,43.0,23.59,5.41,16.72,41116,15079,15143,14581,10039,13121,15428.0,15090,5928,7.11,6.39,24.31,11.39,6.26,65.59,27.33,16.63,19.06,19.14,10.89,31.45,14.27,12.67,3.11,74.29,72.49,82.51,76.59,58.86,64.99,1221,1.91,3711,6.52,11.13,18.14,20.1,0.29,0.49,0.79,0.88,94.07,0.5,4.35,2.97,2.53,2.87,2.01,68.39,2.64,47.18,3,1404,95.93,60.21,2.49,21.51,1964,2.05,0.17,50900,63400,74600,23700,402,457,516,114,512,24.2,16.2,12.7,0,0,4.38,75.32,54.96,88.29,94.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,3996.4,0.47,0.0,0.0,0.0,0.0,0.0,0.0,4,4.67,0.0,0.0,96.0,112.02,343.0,400.25,666.0,777.17,2692.0,3141.34,494.0,576.46,48.0,56.01,0.0,4550.97,0
Weehawkentownship,12385,2.45,4.5,83.46,2.7,41.44,10.93,29.24,12.45,11.29,12385,100.0,34716,80.03,0.16,42.21,23.89,7.09,10.77,39337,17363,18490,12554,16574,14064,10195.0,10911,1183,9.56,15.25,29.51,27.55,8.2,65.64,18.84,18.96,16.28,30.75,8.75,41.03,12.31,10.6,3.09,69.67,66.21,91.54,77.97,57.05,62.04,417,5.71,4882,11.08,19.34,26.12,37.3,4.37,7.62,10.29,14.7,43.75,15.02,5.85,3.6,2.45,2.73,2.32,34.88,7.1,66.58,2,528,90.54,31.24,1.7,55.68,1939,4.91,0.54,154400,215800,290000,135600,340,475,704,364,518,23.4,25.3,19.3,24,0,39.42,35.95,54.85,76.53,81.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,14029.2,37.01,0.0,0.0,0.0,0.0,0.0,0.0,2,15.55,1.0,7.77,30.0,233.23,42.0,326.52,167.0,1298.3,448.0,3482.86,115.0,894.04,2.0,15.55,583.07,5690.74,1
NewBerncity,17363,2.39,43.56,55.6,0.35,0.7,13.19,26.16,12.06,15.14,0,0.0,19894,70.2,0.26,30.28,31.04,14.86,16.71,25102,10893,14477,6436,4748,2508,6916.0,9853,3926,23.2,13.04,30.14,15.99,5.41,56.08,17.1,25.29,17.47,21.92,11.81,29.84,17.63,15.11,2.98,54.06,48.71,56.81,54.04,57.54,66.8,1276,8.2,309,20.71,22.65,24.92,33.01,0.37,0.4,0.44,0.59,96.94,0.4,4.29,2.75,2.33,2.45,2.21,53.37,2.85,52.11,2,760,90.53,50.78,4.87,39.34,1964,11.76,0.31,41900,55600,74500,32600,141,234,326,185,335,26.8,21.9,13.4,0,2,1.78,70.68,49.06,76.84,85.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,1639.9,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1,5.43,16.0,86.91,80.0,434.57,310.0,1683.96,675.0,3666.68,1582.0,8593.62,110.0,597.53,12.0,65.19,2210.88,12923.03,1
RockHillcity,41643,2.84,38.14,60.42,0.82,0.64,18.54,34.13,20.08,11.19,41643,100.0,26615,80.56,0.37,27.62,26.42,7.67,14.1,31404,11481,14159,7394,6076,6771,10218.0,12158,6312,16.38,16.51,37.12,17.69,6.92,62.13,26.69,20.14,22.06,21.81,10.45,36.8,12.61,11.65,3.18,61.2,54.02,68.06,64.49,73.57,75.86,2781,8.81,542,11.25,11.25,26.2,44.46,0.15,0.15,0.34,0.58,96.26,0.43,6.56,4.62,2.64,2.67,2.6,54.49,5.36,51.75,2,1013,93.54,53.87,3.65,34.16,1965,9.21,0.76,40400,56300,81400,41000,215,314,396,181,438,25.1,19.6,13.9,43,0,1.3,69.31,50.02,77.35,86.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1736.3,0.23,0.0,0.0,0.0,0.0,0.0,0.0,6,12.73,23.0,48.81,120.0,254.66,816.0,1731.71,710.0,1506.76,2270.0,4817.39,149.0,316.21,5.0,10.61,2047.92,6650.96,1
Uticacity,68637,2.42,10.49,86.66,1.12,3.4,13.75,27.31,14.3,17.16,68637,100.0,19950,65.39,0.37,37.17,36.57,14.25,20.33,26757,10726,11556,5645,4652,5490,3318.0,4604,14308,21.73,15.21,32.62,12.31,9.39,50.91,15.63,28.04,13.16,22.5,10.18,38.41,12.34,11.35,3.03,60.08,57.12,63.17,65.1,56.73,64.73,3379,6.19,3718,20.04,22.24,26.33,31.31,1.09,1.2,1.43,1.7,85.65,2.16,4.98,3.03,2.31,2.5,2.13,52.86,1.66,43.58,3,2769,91.1,48.88,3.14,43.59,1939,10.38,0.51,50600,65900,83300,32700,203,271,337,134,338,28.7,20.6,14.4,178,0,5.42,82.71,59.31,88.48,95.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,4052.3,4.99,0.0,0.0,0.0,0.0,0.0,0.0,14,21.88,24.0,37.51,170.0,265.72,65.0,101.6,681.0,1064.43,2634.0,4117.04,260.0,406.39,13.0,20.32,426.71,5608.18,1
Westlakecity,27018,2.63,0.6,96.27,2.89,0.94,11.83,21.92,9.66,13.15,27018,100.0,47629,82.01,0.53,64.52,25.06,1.46,16.74,57136,24000,23630,29377,50353,31748,47096.0,23418,541,2.07,2.74,10.13,37.68,3.03,64.04,17.66,28.58,6.02,44.01,6.74,25.48,8.17,7.5,3.15,89.0,89.17,97.29,90.77,53.9,62.37,64,0.32,1843,8.03,15.36,20.18,25.61,0.55,1.05,1.38,1.75,90.3,0.58,4.92,3.46,2.55,2.8,1.79,82.52,0.61,40.04,3,752,93.17,75.05,0.13,49.47,1976,0.34,0.14,92800,133400,187200,94400,465,554,654,189,624,21.7,20.0,11.4,0,0,6.82,67.47,54.66,84.79,91.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,1640.4,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,6.56,7.0,22.95,10.0,32.78,96.0,314.72,249.0,816.31,60.0,196.7,1.0,3.28,62.29,1331.02,0
Fredericksburgcity,19027,2.55,21.63,76.04,1.08,2.43,20.99,38.98,25.15,12.07,19027,100.0,26614,78.27,0.48,37.01,28.61,5.7,14.93,33353,13825,15390,9103,10031,6877,6980.0,9942,2049,12.29,11.51,26.25,26.07,3.32,61.46,7.18,26.58,12.17,28.31,12.35,40.56,13.4,12.93,2.91,62.35,58.27,74.79,65.39,65.1,74.18,790,6.71,550,28.36,33.82,42.73,55.27,0.82,0.98,1.24,1.6,95.38,1.04,4.3,2.47,2.24,2.41,2.13,40.13,2.71,62.83,2,613,92.4,37.3,3.43,22.02,1964,8.78,0.42,78000,104900,157500,79500,363,461,523,160,530,27.2,20.6,12.4,13,60,2.89,58.25,40.95,53.34,82.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,1746.9,2.15,0.0,0.0,0.0,0.0,0.0,0.0,1,4.47,9.0,40.21,27.0,120.63,63.0,281.46,102.0,455.7,631.0,2819.1,32.0,142.97,12.0,53.61,446.77,3471.38,0
Warrentown,11385,2.53,0.31,99.05,0.4,1.2,11.4,23.92,10.96,15.67,9888,86.85,31637,76.46,0.86,42.69,32.82,6.05,17.33,37795,15255,15266,11949,14762,16449,13000.0,9115,792,7.16,14.14,30.69,15.29,5.21,64.04,27.58,21.18,17.88,22.02,8.34,27.47,10.38,9.43,3.03,78.71,77.41,84.38,82.34,71.62,79.9,117,1.34,1152,0.61,10.42,15.71,16.23,0.06,1.05,1.59,1.64,82.67,3.58,3.45,2.38,2.47,2.73,2.09,65.33,1.22,48.02,3,292,93.9,59.1,0.34,51.03,1949,2.56,1.15,110800,139700,172500,61700,304,408,503,199,491,26.7,23.7,13.5,0,0,10.12,55.36,58.31,79.49,90.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,1785.6,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,8.82,0.0,0.0,0.0,0.0,61.0,538.2,280.0,2470.44,18.0,158.81,0.0,0.0,8.82,3167.46,0
BrighamCitycity,15644,3.17,0.07,94.75,0.91,5.01,16.53,26.22,11.04,9.98,0,0.0,33784,81.25,2.1,43.91,27.4,4.64,21.11,37181,11819,11949,0,5497,10803,12921.0,10348,1062,6.83,3.87,15.92,22.23,7.05,60.34,37.88,19.29,12.53,32.44,6.42,22.42,9.08,7.79,3.63,84.48,85.45,90.65,86.43,52.95,60.74,81,0.54,277,0.0,0.0,0.0,9.03,0.0,0.0,0.0,0.16,94.56,0.83,16.35,13.15,3.14,3.31,2.66,78.8,3.85,29.02,3,275,94.72,74.9,1.82,37.82,1962,3.29,0.13,54600,66300,81600,27000,204,270,333,129,353,19.2,16.8,11.6,20,0,1.77,68.58,60.89,83.74,92.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,1211.2,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,35.31,1.0,5.89,9.0,52.97,98.0,576.74,547.0,3219.16,8.0,47.08,0.0,0.0,94.16,3842.98,0
NorthHaventown,22247,2.79,2.13,95.77,1.77,1.16,12.09,22.0,11.22,16.12,22232,100.0,49148,82.02,0.9,58.9,33.26,1.27,21.76,53440,21335,21307,24326,43438,18012,17896.0,24756,542,2.45,6.07,17.51,26.35,3.69,66.69,17.18,25.91,11.24,31.93,5.11,27.43,7.65,6.43,3.14,86.81,84.55,94.96,92.49,57.53,73.59,45,0.28,1287,3.34,4.58,10.49,13.44,0.19,0.27,0.61,0.78,89.73,1.42,4.01,3.28,2.77,2.86,2.06,91.28,0.56,22.55,3,260,96.85,88.31,1.92,47.69,1960,0.24,0.0,157900,189400,236300,78400,438,559,648,210,686,25.1,22.1,13.0,0,0,5.79,75.56,71.86,93.93,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,1033.3,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,4.44,8.0,35.52,10.0,44.4,124.0,550.5,555.0,2463.93,62.0,275.25,3.0,13.32,84.35,3303.0,0
LighthousePointcity,10378,2.09,0.17,98.88,0.59,2.48,7.02,14.68,7.1,25.27,10378,100.0,40934,62.09,0.28,63.47,45.18,2.4,18.97,53350,28696,28947,11200,0,14431,0.0,14473,517,4.98,5.74,14.88,27.58,4.36,53.1,8.33,21.79,5.15,32.86,10.12,18.74,10.32,10.23,2.61,85.71,85.85,100.0,97.32,71.38,61.96,12,0.14,942,4.99,6.9,15.5,21.55,0.45,0.63,1.41,1.96,89.29,1.35,1.73,1.09,2.09,2.15,1.76,86.31,0.77,53.45,2,790,86.28,83.77,12.66,27.97,1965,0.89,0.0,136300,193400,327200,190900,431,507,639,208,561,28.1,25.5,12.4,0,0,9.08,14.89,57.37,83.15,86.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,4367.8,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,75.19,11.0,103.38,49.0,460.53,339.0,3186.09,26.0,244.36,0.0,0.0,178.57,3890.98,0
NetherProvidencetownship,13229,2.75,5.84,92.34,1.65,0.54,11.56,20.64,9.68,14.32,13229,100.0,52780,79.63,0.33,64.97,27.86,3.25,19.02,59868,23280,23787,17064,7906,19397,8261.0,17581,386,2.96,5.07,11.77,43.62,2.0,62.64,13.86,35.74,6.63,48.44,5.59,25.75,8.48,7.12,3.09,84.56,83.8,100.0,85.71,57.63,64.23,104,1.03,483,17.81,19.05,20.08,25.88,0.65,0.7,0.73,0.94,94.22,1.25,4.07,3.27,2.71,2.77,2.29,89.09,1.0,25.17,3,238,95.28,87.08,0.42,55.88,1957,0.64,0.0,117100,168900,219000,101900,411,568,675,264,665,24.5,22.7,15.4,0,0,3.65,72.37,60.2,86.96,91.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,2708.6,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,14.86,19.0,141.21,35.0,260.13,182.0,1352.66,30.0,222.97,1.0,7.43,156.08,1843.18,0
Waycrosscity,16410,2.51,48.72,50.57,0.46,0.66,14.56,24.55,11.96,16.84,0,0.0,16586,60.54,0.84,24.16,42.33,19.11,14.87,20839,9009,11864,5993,7300,12670,0.0,8104,4469,27.9,20.25,43.86,11.17,8.17,46.8,18.48,23.49,22.2,20.78,13.0,28.6,16.95,15.26,3.12,52.88,45.98,44.01,60.71,58.17,66.38,1170,7.32,117,0.0,11.97,28.21,56.41,0.0,0.09,0.2,0.4,97.48,0.0,6.44,4.2,2.46,2.42,2.51,58.15,4.7,45.33,3,971,87.09,59.03,2.47,62.92,1960,15.29,0.74,22700,36300,55900,33200,114,185,253,139,278,29.1,20.6,14.1,0,0,0.71,81.87,55.69,84.85,93.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1400.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,2,11.15,11.0,61.35,54.0,301.15,64.0,356.92,235.0,1310.58,1334.0,7439.63,58.0,323.46,8.0,44.62,730.58,9118.29,1
Rosenbergcity,20183,2.97,7.85,63.76,0.38,44.2,15.64,28.64,13.92,8.99,0,0.0,25773,79.74,1.98,31.57,22.6,6.59,9.75,29920,10268,12736,5981,27831,7733,5806.0,6098,4304,21.54,23.45,41.17,9.4,6.18,64.63,15.55,23.55,17.96,15.13,10.69,27.61,13.75,12.28,3.44,72.11,66.33,79.26,74.92,69.07,73.75,361,2.04,1943,12.61,20.38,29.85,47.71,1.21,1.96,2.87,4.59,60.98,7.72,9.8,7.52,2.94,2.92,2.97,54.83,13.65,53.37,2,616,91.7,55.23,5.19,61.2,1972,12.95,0.66,38400,53100,68600,30200,222,286,354,132,375,24.8,18.6,13.9,3,0,9.63,76.54,51.0,84.36,94.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1725.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1,4.56,6.0,27.36,65.0,296.38,191.0,870.91,258.0,1176.42,1253.0,5713.37,93.0,424.06,70.0,319.18,1199.22,7633.03,1
Burlingtontownship,12454,2.8,21.1,74.35,2.67,3.66,12.21,27.21,13.02,11.3,11226,90.14,39618,85.79,0.95,40.37,23.03,5.6,19.03,44246,15924,16683,14588,15427,8158,9970.0,9167,578,4.95,8.68,22.02,15.22,4.56,67.06,18.61,18.91,15.55,21.42,10.01,31.1,11.92,11.02,3.12,70.71,66.99,84.58,79.9,62.29,74.92,549,6.42,675,12.44,16.89,24.3,34.96,0.67,0.92,1.32,1.89,90.99,1.17,4.88,3.51,2.64,2.94,2.17,67.39,3.26,48.67,3,219,95.31,60.4,1.37,35.62,1963,2.11,0.28,89900,117800,147600,57700,442,475,518,76,523,23.1,21.6,14.2,53,0,5.42,56.86,56.52,84.0,92.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,892.5,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,23.53,10.0,78.45,43.0,337.33,134.0,1051.23,431.0,3381.19,58.0,455.01,8.0,62.76,439.32,4950.18,1
WhiteLaketownship,22608,2.91,0.69,98.03,0.43,1.3,14.36,26.88,12.39,6.34,18750,82.94,42549,87.81,0.98,44.73,17.54,5.63,13.94,46578,16750,16833,8975,12763,21196,11203.0,10504,968,4.36,3.75,16.57,16.76,6.2,67.54,24.3,20.98,14.48,24.36,9.43,26.86,12.04,10.75,3.22,82.93,80.98,92.8,79.86,64.5,71.03,410,2.64,464,8.84,8.84,10.13,11.85,0.18,0.18,0.21,0.24,96.45,0.23,4.46,3.6,2.87,2.91,2.53,90.45,2.06,32.43,3,491,94.06,89.13,0.61,47.66,1970,1.57,0.1,71800,97000,132100,60300,364,457,533,169,543,23.8,17.9,12.9,0,0,2.05,84.3,57.66,87.87,96.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,648.8,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,12.92,61.0,262.61,157.0,675.91,618.0,2660.58,47.0,202.34,9.0,38.75,0.0,3577.58,0
RiverEdgeborough,10603,2.6,0.61,90.3,8.42,3.51,10.01,20.17,9.22,17.23,10603,100.0,52126,76.55,1.11,67.2,34.72,1.97,21.48,59057,23059,23557,25597,0,17879,15727.0,26020,252,2.38,5.34,13.63,39.14,2.93,65.28,12.56,30.15,6.4,40.97,4.29,26.31,7.13,5.81,3.07,89.21,88.61,98.15,87.56,54.04,66.87,21,0.29,1784,14.13,16.93,24.55,28.7,2.38,2.85,4.13,4.83,80.83,2.72,3.65,2.72,2.59,2.8,2.02,79.22,1.72,36.1,3,82,98.03,73.38,2.44,20.73,1948,0.0,1.23,196300,224000,252700,56400,548,716,866,318,765,28.1,23.5,18.0,0,0,16.83,41.33,71.54,85.8,89.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5428.5,16.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,9.13,3.0,27.38,5.0,45.64,29.0,264.72,126.0,1150.16,18.0,164.31,0.0,0.0,82.15,1579.19,0
Thomastownship,10971,2.9,0.4,98.03,0.36,2.02,15.75,24.95,12.62,8.38,6426,58.58,40330,83.73,1.61,54.36,22.13,6.74,16.35,44054,16143,16121,14734,18000,10051,21502.0,17408,525,4.86,5.34,15.98,17.56,5.07,63.15,25.96,24.12,14.39,25.06,5.85,24.85,6.82,6.35,3.18,87.03,84.35,87.01,82.78,60.65,66.47,103,1.21,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.12,0.2,3.1,2.56,2.85,2.92,2.28,91.04,1.03,29.21,3,104,97.33,88.81,1.92,46.15,1968,0.21,0.0,51000,65800,84200,33200,278,353,435,157,436,26.5,17.0,12.1,0,0,1.12,88.04,62.33,90.38,96.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,336.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,8.87,12.0,106.47,45.0,399.25,281.0,2493.12,11.0,97.6,1.0,8.87,0.0,2998.85,0
Warsawcity,10968,2.61,1.07,96.7,0.82,2.84,13.42,27.01,12.17,12.49,0,0.0,29978,80.25,1.33,42.3,29.61,4.5,13.43,35328,14633,14853,9787,11013,6831,9058.0,10904,943,8.77,8.12,23.7,17.85,3.47,65.28,38.62,17.61,23.15,22.09,9.28,24.41,13.57,11.6,3.11,76.22,75.11,79.9,79.25,61.41,70.86,234,2.53,239,11.3,35.15,35.15,48.12,0.25,0.77,0.77,1.05,95.17,0.86,5.14,3.64,2.55,2.71,2.25,68.82,2.64,46.31,3,291,93.53,64.75,0.69,26.46,1956,7.49,0.51,41800,56700,83100,41300,233,301,364,131,401,24.2,17.1,12.5,21,0,2.18,69.04,51.7,84.47,92.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,1122.4,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,22.99,1.0,7.66,0.0,0.0,88.0,674.43,551.0,4222.87,35.0,268.24,2.0,15.33,30.66,5180.87,1
Madisontownship,18749,2.9,2.27,96.66,0.62,0.64,15.51,27.09,13.29,8.64,13176,69.9,35575,86.71,1.95,39.77,20.2,2.79,18.25,38189,13384,13296,15266,17951,10909,23849.0,14375,762,4.1,4.85,22.08,11.41,4.98,67.86,16.62,16.94,18.04,19.14,8.37,24.86,11.87,10.18,3.23,81.33,76.31,87.5,82.86,65.89,72.96,216,1.54,336,6.85,18.75,18.75,22.92,0.12,0.34,0.34,0.41,96.79,0.17,5.27,4.25,2.87,2.93,2.66,79.02,1.87,22.75,3,198,97.03,77.36,1.52,27.27,1966,2.34,0.33,54000,65800,84000,30000,292,347,423,131,434,23.2,18.8,11.8,0,0,1.78,77.32,59.5,89.06,95.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7,401.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,23.62,2.0,9.45,44.0,207.85,88.0,415.7,322.0,1521.09,21.0,99.2,9.0,42.51,240.92,2078.51,0
McAlestercity,16370,2.53,7.67,81.28,0.41,1.25,11.75,23.49,10.69,17.57,0,0.0,19906,64.95,1.72,31.92,38.77,10.84,21.58,24301,10560,11495,5635,6991,2985,10764.0,6444,2995,19.95,13.4,34.63,11.75,9.04,45.81,13.17,23.96,11.81,25.25,13.77,25.62,15.2,14.52,2.89,68.46,63.98,86.03,67.75,58.47,67.95,309,2.11,173,8.67,11.56,11.56,18.5,0.09,0.12,0.12,0.2,96.99,0.52,2.9,1.92,2.3,2.28,2.33,66.91,1.81,45.65,3,782,89.22,67.39,2.69,53.45,1960,10.29,0.06,23300,36500,53900,30600,122,206,285,163,296,24.6,21.0,12.9,20,0,1.06,71.45,55.52,78.05,90.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1303.3,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,33.84,6.0,33.84,64.0,361.01,172.0,970.22,494.0,2786.55,48.0,270.76,9.0,50.77,428.7,4078.29,0
PalmBaycity,62632,2.68,7.49,89.25,1.76,5.29,11.9,26.35,11.03,10.7,62632,100.0,30287,80.75,0.56,39.9,23.58,3.82,20.37,32725,12645,13052,9057,11112,10037,8550.0,9650,5428,8.73,5.01,17.89,16.66,5.84,63.88,24.57,16.84,12.13,25.28,9.62,23.87,12.86,11.27,3.05,79.06,75.6,90.4,78.75,64.05,70.36,637,1.43,4611,13.29,17.5,25.46,32.38,0.98,1.29,1.87,2.38,90.0,1.11,3.99,3.04,2.67,2.7,2.63,67.42,2.79,38.6,3,2945,88.79,66.83,1.32,22.21,1983,2.71,0.17,54600,67500,86300,31700,369,423,485,116,510,24.8,22.2,11.1,0,0,7.36,23.9,31.24,60.18,68.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9,950.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,4,5.24,22.0,28.84,46.0,60.3,388.0,508.61,952.0,1247.94,2520.0,3303.36,217.0,284.46,8.0,10.49,602.99,4846.24,0
PalmSpringscity,40181,2.16,4.51,83.15,3.34,18.68,8.95,19.86,9.63,23.11,40110,99.82,27538,64.72,0.5,41.98,38.5,6.46,16.07,34642,19725,21757,9890,11614,14120,7385.0,8330,4991,12.6,7.99,22.92,20.36,5.41,54.34,4.58,20.73,7.57,27.25,14.15,31.02,17.94,16.1,2.77,66.62,63.36,76.99,67.61,53.85,64.84,1058,3.37,8101,16.75,30.39,40.59,49.94,3.38,6.13,8.18,10.07,77.42,5.08,5.47,3.03,2.13,2.1,2.17,57.97,7.37,67.07,2,11895,61.02,58.87,0.35,17.7,1973,3.03,0.46,103800,141200,212000,108200,405,498,622,217,563,32.3,27.2,13.9,38,2,20.16,30.24,42.14,65.1,84.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.3,506.7,3.07,0.0,0.0,0.0,0.0,0.0,0.0,7,17.57,18.0,45.19,155.0,389.11,324.0,813.38,1189.0,2984.89,1875.0,4707.03,505.0,1267.76,82.0,205.85,1265.25,9165.54,1
